source_mae,source_rmse,target_mae,target_rmse,trans_target_mae,trans_target_rmse
18048599.11853421,28875808.482592057,76747522.01147346,196923730.47012177,42905041.97198445,66719579.24527806
17049877.59529696,28716242.94682018,90771275.10282095,382927131.57939285,42320043.72047103,67643820.49450456
17853266.88195792,29111902.53869353,115239165.79682177,581978789.5376893,43508442.24731841,67712863.67192402
15475978.872586941,24628416.40423956,126325650.4075772,677649405.28579,40837928.50664139,65081752.65188206
16885649.676434528,27640012.885187816,72607189.15408818,186123519.6479516,46771073.36290762,70820988.01125947
16459524.326156948,26591112.529024497,75762992.78091325,171604713.35048744,39695386.03381087,62980850.28909205
17345602.001045547,28095979.81265243,118180021.25901435,463305950.7246984,44373746.19185106,69034995.01082517
17082967.4879347,27684024.742086258,111216616.91445822,480764100.81730545,43175795.237758785,68625956.43552804
16172512.019010961,26482998.08305774,82730425.88011141,186213795.01738754,43699573.57030316,68513619.30027285
15166366.87842576,25161931.82259779,83121249.1077276,220956185.66197398,44327290.15130529,68548679.37818971
18719156.69456167,30613513.634084623,93845387.06498744,311884724.2842248,45541300.27885418,69088911.13541198
18709511.178282946,30415230.85945419,78831401.97050923,216823282.6367707,43788113.291070335,65761802.48396017
17810155.753992297,29281308.954672806,89158235.99207649,345034981.7281078,43283284.79123855,66130918.92439094
17542949.392449345,29499019.098093275,134010299.97117734,489510380.26132065,43226720.547592476,67653150.98682098
17730296.059925176,29595666.49477055,63361654.62466054,133081969.35226725,46048325.12779136,70302677.84377943
18803553.116187245,30043112.489999633,81153545.69756585,237898719.69854227,44703602.8516991,67944706.19079997
17826539.309517294,29694156.65489383,73681659.32568164,206395532.05646697,44010927.35954954,69760504.15111686
17354799.094498187,28361631.321788166,65131569.53112103,170747532.45536023,45895958.43154944,69313052.20626232
17987480.516273677,29060740.634263206,66178941.084454246,161603571.9378742,44702580.72020752,68654627.9308404
17560850.383042604,28917436.25958676,86025415.99053764,245640454.86158988,43260801.55752381,68292775.65597333
16931051.953749433,27441735.619339447,74584359.44937168,213901171.47395387,45629293.893244125,69570803.84630108
17189099.86136759,27530109.79274982,103812661.44249274,392231361.4839777,44212038.47214803,67302880.92303167
18887000.471517608,29709126.30266649,97299556.23577906,480430317.47832865,45136805.35599005,68320011.8141903
17043922.82318704,27713873.798703503,153903780.10512403,766948660.4582157,44661349.30035799,70427264.54060674
17037077.842058383,27869964.416404996,63239708.284245595,146529145.0927739,42983161.27200445,66798547.21047488
18716984.699029084,30248474.84864292,80204731.1374268,249922354.2509198,41586905.49948426,65266962.41590753
15259437.286375571,24815974.54562157,112742260.58933944,603618771.541582,39884130.48239494,65686497.22314423
17716793.996524874,29644590.551924568,89349321.6843888,334324079.2056827,45667569.46322141,70556184.36899497
18501616.37685387,30213648.491732746,71356865.88838975,227990068.46904418,43759035.678945675,66977881.53279805
17826237.33030471,29874417.73006568,66032528.627509624,195085492.69080505,45357965.09929684,68158187.35085975
16595087.11034614,27036771.684357245,69906657.33288537,154419366.8457832,44513453.070044525,68372851.35329914
17927747.027829394,29164709.247889925,77323569.97293352,215901499.5089073,46320863.267684266,70236732.71907611
17545847.0328575,28810496.30738966,95182126.84865092,470420933.5288001,45489079.612290286,70408593.96992856
17024211.62794783,27555557.580652934,76136992.40700479,177000612.65441987,43443224.96613146,65026526.154337734
17445283.300730333,28893242.1272969,63412630.86003969,161349116.7014539,42274374.29572006,67112838.32117304
18208649.113756455,30003534.82055714,72089995.61477904,253030069.07452783,45483368.6359123,70122203.47613792
17276382.561876647,28108792.821635056,107588837.58839154,397344836.6508685,41605365.25234806,65436929.615609914
17014107.00243759,28036045.4601765,75796023.10429816,169726686.55758816,43467691.61419285,68455527.43151717
19445241.285808414,32707143.78602827,81836143.89534906,236474298.57639876,43165249.35396745,66118752.896689944
16715856.533527035,27087652.51705061,96119500.08813334,338895040.56633115,43558441.318481915,67706590.80476065
15964740.252989061,26169255.811345406,84146009.94123341,257954123.74548814,42835616.08721733,66726482.11846751
17403494.153344307,28571163.787829436,92732341.81303924,343581640.9656115,41045337.56777566,62612071.55947024
17199177.548966628,28277892.06618776,71089782.64147538,204964976.2536714,44163577.94437334,70398395.2709351
16931321.003972426,27352568.03609529,72213895.07327475,159437447.37684235,45485540.35107605,68640032.9445747
16775489.339053772,27146512.231475305,86408502.13049167,327726045.28750706,42849105.303662196,67244359.86538383
16782176.58305716,26973138.952793445,93884819.40128994,387598523.2512199,44789004.61638209,68737127.51741472
16999246.119130455,27379086.0453797,83460986.4577814,354738812.3078336,43394460.1497352,66887041.07444
18117908.20917416,29668187.375120156,82268977.52371721,199337473.50100985,45186688.24684275,68309282.34410001
16112903.531331316,26511581.21182945,96107868.80351892,370614667.5542051,45270666.57877998,67358858.81386277
18216989.97665321,29793074.593826726,62652514.13034994,142771808.59923106,45693037.964040235,68728529.70666204
17128773.248190932,28548139.294303034,74612930.27789047,164513719.6585267,44801230.13818342,71808335.96159016
17020576.043248836,28470415.952997684,99750508.50825529,485285673.3079251,45848462.723800905,70604650.57021442
18608081.99439853,30700144.916353717,76876641.68295683,266834614.76520166,45266443.71975099,67747640.10365586
17260846.04969842,28015436.552705504,67363729.5749252,150275982.65293217,43427317.22430583,66363311.85083906
16578632.961264493,27653023.422382556,87324371.96732074,297376560.63623285,45027676.001958996,68951678.53038464
17164384.758318152,28011887.429736577,78242460.0631753,183480426.787723,44207017.290486686,68638039.03699438
17673831.265155897,29114520.412839677,89211281.1808073,307974433.0014457,43983463.908436455,68655220.31651117
17340068.913735796,27368582.71672151,84637306.85805559,255425354.6928194,44507030.58301508,70692334.46857087
16902229.649357248,28070102.99080143,64636828.95448702,148678782.65808812,44027335.8925781,69648311.9550005
