target_mae,target_mse,target_rmse,source_mae,source_mse,source_rmse,trans_source_mae,trans_source_mse,trans_source_rmse
0.06,0.092,0.30331501776206204,2.105,6.579,2.5649561399758865,2.105,6.579,2.5649561399758865
1.511,4.215,2.053046516764781,1.84,5.236,2.2882307575941723,1.619,3.941,1.9851952045076071
0.521,0.777,0.8814760348415606,2.555,9.673,3.1101446911679207,2.675,10.459,3.23403772396056
0.529,0.901,0.9492101980067429,1.203,2.725,1.6507574019219178,1.188,2.696,1.6419500601419035
0.894,1.774,1.3319159132617944,1.492,4.258,2.063492185592182,1.534,4.526,2.127439775880859
1.364,3.25,1.8027756377319946,1.785,4.071,2.0176719257599833,1.785,4.071,2.0176719257599833
0.174,0.282,0.5310367218940701,0.825,1.601,1.2653062870309306,0.822,1.568,1.2521980673998823
1.629,4.617,2.148720549536398,2.507,6.831,2.61361818175494,2.563,7.073,2.659511233290809
1.08,2.216,1.4886235252742717,2.277,8.757,2.9592228709578468,2.287,8.817,2.9693433617552554
1.209,2.563,1.6009372255026117,2.069,8.061,2.839190025341735,1.999,7.405,2.7212129648375556
1.559,4.255,2.0627651344736266,2.361,6.283,2.5065913109240605,2.361,6.283,2.5065913109240605
0.587,0.919,0.9586448768965492,1.337,3.927,1.9816659657974651,1.342,3.956,1.988969582472291
0.14,0.186,0.4312771730569565,0.55,0.794,0.8910667763978186,0.561,0.879,0.9375499986667378
0.276,0.396,0.6292853089020909,1.279,2.927,1.710847743079436,1.279,2.927,1.710847743079436
1.159,2.439,1.5617298101784445,1.772,3.366,1.8346661821704786,1.765,3.331,1.8251027368342858
1.149,2.365,1.5378556499229699,1.301,3.063,1.7501428513124293,1.278,2.972,1.7239489551607958
0.909,1.777,1.3330416347586447,1.074,2.208,1.4859340496805369,1.076,2.298,1.515915564930976
0.723,1.211,1.100454451578983,1.516,4.622,2.149883717785685,1.516,4.622,2.149883717785685
0.998,1.874,1.3689411966918084,3.776,18.9,4.347413023856832,3.776,18.9,4.347413023856832
0.877,1.445,1.2020815280171309,1.137,1.985,1.408900280360537,1.038,1.3,1.140175425099138
0.172,0.23,0.47958315233127197,0.277,0.445,0.6670832032063166,0.276,0.454,0.6737952211169207
1.4,3.314,1.8204395073717776,1.624,3.7,1.9235384061671346,1.559,3.397,1.8430952227163955
1.339,3.179,1.7829750418892576,1.616,3.41,1.8466185312619388,1.441,2.607,1.6146206984923734
0.487,0.801,0.8949860334105779,2.725,10.569,3.2509998462011653,2.724,10.564,3.2502307610383605
0.923,1.689,1.2996153277027784,3.824,19.222,4.3842901363846805,3.824,19.222,4.3842901363846805
1.138,2.214,1.4879516121164693,1.204,2.64,1.624807680927192,1.091,1.915,1.3838352503098048
0.532,0.858,0.9262828941527529,3.176,13.572,3.6840195439221004,3.285,14.183,3.7660323949748493
1.205,2.729,1.6519685227025362,1.287,2.285,1.5116216457830975,1.283,2.277,1.5089731607951151
1.143,2.565,1.6015617378046967,1.286,2.784,1.6685322891691368,1.292,2.794,1.671526248672153
0.624,1.1,1.0488088481701516,3.291,14.307,3.7824595172982356,3.291,14.307,3.7824595172982356
1.72,5.314,2.3052114870440845,3.724,15.002,3.873241536491108,3.266,11.22,3.3496268448888453
0.853,1.505,1.2267844146385296,0.878,0.89,0.9433981132056604,0.882,0.894,0.9455157322858251
1.478,3.822,1.9549936061276518,2.363,6.349,2.5197222069109126,2.351,6.301,2.5101792764661255
0.123,0.177,0.4207136793592526,2.812,10.99,3.315116890850155,2.812,10.99,3.315116890850155
1.16,2.598,1.611831256676703,1.311,3.201,1.7891338686638292,1.381,3.327,1.8240065789355038
0.589,0.929,0.9638464608017192,3.036,12.792,3.5765905552634902,3.034,12.788,3.57603131977336
0.138,0.19,0.43588989435406733,3.837,18.721,4.326777091554406,3.837,18.721,4.326777091554406
0.119,0.145,0.3807886552931954,1.027,2.823,1.6801785619391767,1.026,2.832,1.6828547174370103
0.007,0.019,0.13784048752090222,2.36,8.594,2.931552489722809,2.36,8.594,2.931552489722809
0.087,0.141,0.37549966711037175,2.149,7.457,2.730750812505601,2.149,7.457,2.730750812505601
1.068,2.388,1.5453155017665485,3.139,13.395,3.6599180318690197,2.836,11.712,3.42227994179319
