target_accuracy,target_f1,source_accuracy,source_f1,trans_source_accuracy,trans_source_f1
0.9041666666666667,0.9090909090909091,0.25,0.17582417582417587,0.22,0.23529411764705882
0.9208333333333333,0.923076923076923,0.71,0.7010309278350516,0.75,0.7524752475247525
0.9375,0.9411764705882353,0.67,0.6526315789473685,0.71,0.712871287128713
0.9291666666666667,0.9328063241106719,0.84,0.8431372549019608,0.83,0.8349514563106797
0.95,0.9516129032258064,0.22,0.18749999999999997,0.25,0.2268041237113402
0.9041666666666667,0.9090909090909091,0.74,0.7234042553191491,0.79,0.792079207920792
0.9375,0.940239043824701,0.12,0.08333333333333333,0.23,0.26666666666666666
0.9333333333333333,0.9354838709677419,0.22,0.20408163265306126,0.31,0.3300970873786408
0.9291666666666667,0.9333333333333335,0.3,0.20454545454545453,0.33,0.30927835051546393
0.9083333333333333,0.9140625,0.31,0.288659793814433,0.26,0.24489795918367346
0.9125,0.9163346613545819,0.18,0.16326530612244897,0.24,0.2549019607843137
0.9166666666666666,0.9206349206349207,0.16,0.12499999999999997,0.16,0.17647058823529413
