source_mae,source_rmse,target_mae,target_rmse,trans_target_mae,trans_target_rmse
563676.0380882211,975683.1569073474,582857.0505775964,933443.6160530313,595009.6955257003,954978.5606982105
563702.9449000912,975681.5910751707,582739.6344137373,933362.5211292456,594995.5759506352,954928.6914870244
563709.0881739125,975744.6752094399,582775.8350456053,933319.2383445716,594981.4768282797,954886.2544331418
563726.315595736,975717.006837507,582762.2681515999,933316.4200203149,594922.5313292547,954758.793090846
563651.3979539364,975663.2090841191,582717.5251599523,933317.8428646532,594957.6247471181,954897.4354399825
563655.8041327536,975678.3912088653,582763.7222377526,933363.2243365219,595057.405340816,954954.2002309244
563693.3923160228,975684.6081876373,582663.2557623559,933267.3074288627,594955.8409865586,954885.899653488
563682.3833898507,975695.690338114,582646.2906373001,933262.0743297852,594946.7821422777,954925.4205462182
563669.0568011483,975658.1768439994,582611.9842373974,933334.8610491544,595014.1422648297,954965.229916899
563676.6745833333,975688.3967390786,582758.3875919328,933359.645981032,594956.556084467,954890.0902099418
563649.2572198125,975695.8253840306,582783.7499268616,933321.4476466067,594996.8275490256,954883.0172750124
563687.0898216481,975701.5324014468,582776.7907036248,933367.3856667206,594998.7041265011,954961.5100834653
563638.6651974481,975682.8619399159,582744.5991929029,933353.6927080172,595034.444246405,954974.2477627433
