target_accuracy,target_f1,source_accuracy,source_f1,trans_source_accuracy,trans_source_f1
0.7875,0.7792207792207791,0.595,0.5714285714285714,0.6,0.5876288659793814
0.8666666666666667,0.865546218487395,0.635,0.6217616580310881,0.635,0.6368159203980099
0.7916666666666666,0.7916666666666666,0.605,0.5948717948717949,0.575,0.5685279187817258
0.8083333333333333,0.8034188034188033,0.6,0.5789473684210527,0.615,0.6051282051282052
0.7708333333333334,0.7555555555555556,0.46,0.44329896907216493,0.535,0.5326633165829145
0.825,0.817391304347826,0.58,0.5434782608695652,0.53,0.5252525252525252
0.75,0.7540983606557377,0.61,0.59375,0.675,0.6733668341708543
0.8125,0.8117154811715481,0.615,0.5925925925925927,0.595,0.5929648241206029
0.825,0.8278688524590163,0.595,0.5714285714285714,0.575,0.5893719806763283
0.8333333333333334,0.8333333333333334,0.595,0.5621621621621622,0.605,0.6108374384236454
