target_accuracy,target_precision,target_recall,target_f1,source_accuracy,source_precision,source_recall,source_f1,trans_source_accuracy,trans_source_precision,trans_source_recall,trans_source_f1,transfer_score
0.8833333333333333,0.8898305084745762,0.875,0.8823529411764707,0.42,0.41304347826086957,0.38,0.39583333333333337,0.395,0.3939393939393939,0.39,0.39195979899497485,11.54482786291571
0.8791666666666667,0.8699186991869918,0.8916666666666667,0.8806584362139918,0.465,0.4728682170542636,0.61,0.5327510917030568,0.53,0.5283018867924528,0.56,0.5436893203883495,16.26160390834682
0.8791666666666667,0.8956521739130435,0.8583333333333333,0.8765957446808511,0.51,0.5121951219512195,0.42,0.46153846153846156,0.525,0.5274725274725275,0.48,0.5026178010471205,19.068405638619613
0.8666666666666667,0.8548387096774194,0.8833333333333333,0.8688524590163934,0.37,0.37,0.37,0.37,0.465,0.4631578947368421,0.44,0.45128205128205123,16.690965138864406
0.9041666666666667,0.9145299145299145,0.8916666666666667,0.9029535864978904,0.51,0.5084745762711864,0.6,0.5504587155963302,0.555,0.5486725663716814,0.62,0.5821596244131455,11.441072587971453
0.8375,0.8347107438016529,0.8416666666666667,0.8381742738589212,0.375,0.3684210526315789,0.35,0.358974358974359,0.465,0.46464646464646464,0.46,0.4623115577889447,12.343507481874333
0.9,0.9067796610169492,0.8916666666666667,0.8991596638655461,0.645,0.6464646464646465,0.64,0.6432160804020101,0.675,0.6767676767676768,0.67,0.6733668341708543,14.931393384981652
0.875,0.8409090909090909,0.925,0.8809523809523809,0.405,0.379746835443038,0.3,0.33519553072625696,0.365,0.3805309734513274,0.43,0.40375586854460094,14.143055099822137
0.8666666666666667,0.8548387096774194,0.8833333333333333,0.8688524590163934,0.475,0.4774774774774775,0.53,0.5023696682464456,0.625,0.6213592233009708,0.64,0.6305418719211823,15.377133379862963
0.825,0.8362068965517241,0.8083333333333333,0.8220338983050848,0.355,0.3644859813084112,0.39,0.37681159420289856,0.4,0.391304347826087,0.36,0.37499999999999994,16.182385826855686
0.8625,0.8849557522123894,0.8333333333333334,0.8583690987124464,0.375,0.3493975903614458,0.29,0.31693989071038253,0.4,0.3888888888888889,0.35,0.36842105263157887,13.49838653454699
0.8666666666666667,0.8793103448275862,0.85,0.864406779661017,0.4,0.4180327868852459,0.51,0.4594594594594595,0.5,0.5,0.52,0.5098039215686274,13.312988094794065
0.9125,0.9090909090909091,0.9166666666666666,0.9128630705394191,0.335,0.3263157894736842,0.31,0.317948717948718,0.365,0.35789473684210527,0.34,0.3487179487179487,13.506990582178107
0.8916666666666667,0.8790322580645161,0.9083333333333333,0.8934426229508197,0.545,0.5412844036697247,0.59,0.5645933014354066,0.6,0.6020408163265306,0.59,0.5959595959595959,12.85393956816487
0.8958333333333334,0.8991596638655462,0.8916666666666667,0.895397489539749,0.4,0.41228070175438597,0.47,0.4392523364485982,0.445,0.4421052631578947,0.42,0.4307692307692308,15.922808669618798
0.8708333333333333,0.8739495798319328,0.8666666666666667,0.8702928870292886,0.56,0.5769230769230769,0.45,0.5056179775280899,0.6,0.6041666666666666,0.58,0.5918367346938774,14.838348744835974
0.8541666666666666,0.8695652173913043,0.8333333333333334,0.851063829787234,0.665,0.6460176991150443,0.73,0.6854460093896715,0.655,0.6666666666666666,0.62,0.6424870466321244,12.188072247389426
0.8625,0.8536585365853658,0.875,0.8641975308641976,0.57,0.5875,0.47,0.5222222222222221,0.575,0.5789473684210527,0.55,0.5641025641025641,15.831103727885923
0.8083333333333333,0.7890625,0.8416666666666667,0.8145161290322581,0.475,0.47706422018348627,0.52,0.4976076555023924,0.605,0.5981308411214953,0.64,0.6183574879227053,15.088008420650254
0.9083333333333333,0.9152542372881356,0.9,0.9075630252100839,0.355,0.34065934065934067,0.31,0.32460732984293195,0.44,0.4387755102040816,0.43,0.4343434343434343,12.527357463497507
0.8625,0.8717948717948718,0.85,0.8607594936708861,0.57,0.5853658536585366,0.48,0.5274725274725274,0.51,0.51,0.51,0.51,13.546885277439367
0.8583333333333333,0.8412698412698413,0.8833333333333333,0.8617886178861788,0.595,0.5887850467289719,0.63,0.6086956521739131,0.605,0.5963302752293578,0.65,0.6220095693779903,15.247008419167477
0.8958333333333334,0.8861788617886179,0.9083333333333333,0.897119341563786,0.535,0.5284552845528455,0.65,0.5829596412556054,0.555,0.5514018691588785,0.59,0.5700483091787439,17.13376579067219
0.8958333333333334,0.9130434782608695,0.875,0.8936170212765957,0.375,0.391304347826087,0.45,0.4186046511627907,0.445,0.44554455445544555,0.45,0.44776119402985076,15.558858370776669
0.8791666666666667,0.8823529411764706,0.875,0.8786610878661087,0.445,0.45454545454545453,0.55,0.4977375565610859,0.395,0.40186915887850466,0.43,0.41545893719806765,14.907405074503181
0.8916666666666667,0.8916666666666667,0.8916666666666667,0.8916666666666667,0.55,0.5480769230769231,0.57,0.5588235294117646,0.555,0.5523809523809524,0.58,0.5658536585365854,15.155337017932458
0.8916666666666667,0.9051724137931034,0.875,0.8898305084745763,0.465,0.46236559139784944,0.43,0.44559585492227977,0.42,0.4148936170212766,0.39,0.4020618556701031,14.81436935734943
0.8708333333333333,0.8617886178861789,0.8833333333333333,0.8724279835390947,0.375,0.38738738738738737,0.43,0.4075829383886256,0.405,0.40594059405940597,0.41,0.4079601990049751,13.797966074696665
0.8583333333333333,0.8771929824561403,0.8333333333333334,0.8547008547008548,0.49,0.4891304347826087,0.45,0.46875,0.48,0.47959183673469385,0.47,0.47474747474747475,14.482557271759488
0.8916666666666667,0.9196428571428571,0.8583333333333333,0.8879310344827586,0.335,0.3103448275862069,0.27,0.2887700534759359,0.435,0.42528735632183906,0.37,0.3957219251336898,16.282944273713476
0.9041666666666667,0.8943089430894309,0.9166666666666666,0.9053497942386831,0.69,0.7261904761904762,0.61,0.6630434782608696,0.67,0.6634615384615384,0.69,0.6764705882352942,13.015770840673396
0.8833333333333333,0.8770491803278688,0.8916666666666667,0.884297520661157,0.33,0.35344827586206895,0.41,0.37962962962962965,0.455,0.45263157894736844,0.43,0.44102564102564107,16.329877932184708
0.8916666666666667,0.8916666666666667,0.8916666666666667,0.8916666666666667,0.64,0.648936170212766,0.61,0.6288659793814433,0.635,0.6421052631578947,0.61,0.6256410256410256,15.337920386372211
0.8541666666666666,0.8346456692913385,0.8833333333333333,0.8582995951417004,0.675,0.7108433734939759,0.59,0.644808743169399,0.63,0.6444444444444445,0.58,0.6105263157894737,13.598041045859043
0.8833333333333333,0.8898305084745762,0.875,0.8823529411764707,0.49,0.49074074074074076,0.53,0.5096153846153846,0.585,0.5825242718446602,0.6,0.5911330049261084,15.477895823275743
0.9041666666666667,0.8818897637795275,0.9333333333333333,0.9068825910931174,0.58,0.5714285714285714,0.64,0.6037735849056605,0.58,0.58,0.58,0.58,16.45508792762551
0.8541666666666666,0.84,0.875,0.8571428571428572,0.34,0.3333333333333333,0.32,0.32653061224489793,0.455,0.4563106796116505,0.47,0.4630541871921182,15.285077700920644
0.9166666666666666,0.9098360655737705,0.925,0.9173553719008265,0.625,0.6050420168067226,0.72,0.6575342465753424,0.63,0.6274509803921569,0.64,0.6336633663366336,17.062146505309077
0.8791666666666667,0.864,0.9,0.8816326530612244,0.385,0.4,0.46,0.42790697674418604,0.41,0.40425531914893614,0.38,0.3917525773195877,13.118957901895502
0.8291666666666667,0.8434782608695652,0.8083333333333333,0.8255319148936171,0.425,0.4380165289256198,0.53,0.4796380090497738,0.46,0.4583333333333333,0.44,0.4489795918367347,14.011077056255118
0.8666666666666667,0.8548387096774194,0.8833333333333333,0.8688524590163934,0.63,0.6083333333333333,0.73,0.6636363636363636,0.62,0.6132075471698113,0.65,0.6310679611650486,14.958093066643524
0.8708333333333333,0.8617886178861789,0.8833333333333333,0.8724279835390947,0.345,0.3368421052631579,0.32,0.3282051282051282,0.41,0.41346153846153844,0.43,0.4215686274509804,12.894569378900806
