source_mae,source_rmse,target_mae,target_rmse,trans_target_mae,trans_target_rmse
36493000.30305704,52529215.49465036,37471030.60238174,53168606.7444716,37124390.46733001,53008303.6876538
36515991.920150265,52557668.30343751,37385678.821733065,53046555.63420327,37060484.06758086,53023652.394320406
36468954.14257093,52540978.14378848,37455395.38319493,53126099.65696159,37034668.86033455,53011097.41301647
36510215.276035465,52556006.92430001,37349624.898803495,53092447.305816114,37045885.139616035,53065607.5809358
36471592.347556755,52505030.742013134,37482925.04225618,53231100.10923646,37201957.43691715,53098317.84842394
36482462.17619631,52570645.47103623,37446883.899559654,53121717.8140282,37120131.27351425,53069385.29078232
36458529.05803459,52512476.31589681,37492907.16751216,53133399.914812215,36979407.1696079,52958015.479962096
36514687.85325468,52550683.45988778,37482373.72695234,53154285.32560811,37087139.61184895,53011806.941462934
36488382.367489584,52543950.40297519,37392337.68655539,53046701.80926236,37128199.53696766,53119532.81083111
36509436.613954015,52548093.30032978,37400435.83424751,53046868.80934651,37090637.14592701,52993385.34665591
36467442.145901024,52513099.49178087,37549146.4218601,53232969.60312885,37189195.62644461,53184399.361329995
36479995.00487368,52526822.69417677,37435932.69355429,53084667.680172816,36991613.15812725,52953307.783217244
36488459.06989934,52555572.203086525,37362626.170532934,53059443.562200256,37113479.1486308,53082976.24670601
36495028.199745916,52518220.45887994,37568885.60767608,53208774.90118379,37116643.153805636,53056896.222213425
36467889.32688674,52539589.763715774,37462504.60206661,53156564.292295955,37000750.05154542,52995120.95771726
36481843.839425534,52535408.40428208,37490323.65914479,53201683.64373542,36943399.69328318,52989110.874353155
36503879.70140008,52549994.34389836,37415761.31451076,53095866.29074622,37101749.324062765,53061557.03168548
36505142.32448442,52550719.299189284,37358456.069672056,53117079.67396166,36999964.32919261,53029427.13448336
36473618.73142422,52516623.54872054,37453717.74902583,53167596.2838093,37046036.41334455,53034875.70019654
36495594.01072046,52535317.1382458,37398350.05989579,53114755.8832399,37095682.93368354,53063502.11241375
36508809.52017696,52542021.296543434,37413086.29216421,53107701.04761945,37001644.92786382,53032325.7584667
36476044.78307917,52514868.7747538,37474598.578559265,53135091.132425085,37097246.845684774,53056751.8188458
36493450.86793287,52560089.29607237,37477141.28378381,53164134.45279297,37003657.95873405,53048009.825424954
36451722.16894338,52518917.261044666,37373476.81387197,53088410.13487588,37120875.733599015,53041455.834994435
36494162.2814744,52528353.8712915,37452125.42806487,53095768.14470441,37086512.94315688,53017087.63235278
36497012.38699247,52532198.768309854,37394651.918353505,53046153.12333058,37030353.58310438,52975787.97360492
36476912.426911585,52513511.269352056,37462265.88608208,53180511.271970645,37165331.337020755,53188298.20018022
36488260.02146491,52527132.826309524,37549165.532816395,53218437.42494764,37142151.34982067,53081877.79878948
36498417.68698041,52537689.281504594,37365481.98298495,53077515.15601692,37126003.86495789,53049351.8867074
36451635.42809206,52479455.68842099,37524481.14508146,53245897.119915605,37101577.32674399,53099151.249804415
36519032.129137844,52564398.96187185,37347743.79097936,53060349.121006496,36921932.129985824,52883447.16821335
36496923.22334173,52544963.67136371,37405959.70426301,53093130.86890978,37065659.89282436,53051705.37792653
36494046.32849754,52545183.749727875,37442049.655787036,53082845.09100075,36995822.16595407,53019576.39247495
36493495.76692769,52527544.67403438,37404868.977537446,53105872.46135383,37149099.044618465,53043312.27822539
36494955.5048648,52554763.50664585,37336492.91962791,53086437.88076942,37052200.890138805,52988091.728968084
36509160.12735928,52558457.95305298,37486631.91532929,53157423.41167813,37049031.82551958,52955567.62965349
36507772.1335999,52544380.25107909,37416571.23218195,53066620.76063431,36983430.72433092,52928877.81278336
36452837.45631968,52556685.63992373,37505280.84493984,53113795.629589394,36974536.569936015,52951222.48813027
36482811.964130014,52516368.226461925,37470220.82855434,53108906.08968499,37157122.501131736,53108622.68311716
36484711.92586464,52526460.47681388,37325289.90756603,53019146.566696286,37030911.33594083,52970050.53122075
36462834.149336755,52501064.098525725,37449557.18166824,53192536.208252095,37107381.41533004,53088434.013545096
36512635.1935321,52531373.2912424,37462756.2634126,53069446.188848816,37132629.59679886,53036583.45782605
36482523.98680596,52566092.86950274,37548934.58746315,53182920.74300329,37078096.403578736,53060748.30831618
36489325.91292461,52534379.1352671,37422728.28935361,53032841.40600016,37087805.353061944,53032996.070532985
36490678.40174485,52579590.14792296,37415115.78048712,53060443.86384062,37150459.356946655,53133923.85081819
36518170.22908461,52580514.09366955,37335291.1819203,53059083.52793175,37041797.50358251,53009158.30252351
36484214.706832655,52518149.46815643,37458667.076143965,53191692.97377123,37092472.137812264,53080109.03108484
36502536.90600636,52543183.02203251,37501236.18078277,53195812.65774363,37131460.24147102,53095889.19354257
36496852.661654525,52522615.728575505,37506095.614285216,53188966.38716286,37173319.79877638,53122231.71877396
36510956.760358594,52565047.810172416,37505019.742855266,53162371.15160631,37079190.13525353,53014831.11970123
36504103.84833127,52561060.397766285,37467234.68983533,53217681.238607876,37102105.627084374,53054567.51881719
36497860.82851993,52553622.82076298,37386993.67611136,53117485.761216916,37041058.79362446,52972717.97513547
36480668.61553395,52540616.78758349,37399221.628845006,53089965.68781952,37117399.95532064,53054808.71395522
